분야,분야 내 카테고리,서브 카테고리,순위,책이름,저자,줄거리,이미지
소설,고전/문학,한국고전소설,84,흥부전,김성재,"얄밉다 못해 불쌍하기까지 한 놀부의 갖은 심술과, 그런 형의 온갖 나쁜 짓을 묵묵히 참아 내며 착하게 사는 흥부의 이야기. 형제간의 우애라는 친숙한 소재, 다채로운 의성어와 재미있는 의태어, 익살맞게 이어 가는 말놀음으로 꾸준히 사랑받아 온 우리나라 대표적인 고전작품이다. 줄거리 체계가 가장 탄탄하고 완전한 서사 구조를 갖춘 '박문서관본'을 대본으로 삼아, 읽기 어려운 말은 쉽게 풀고, 우리말의 묘미를 고스란히 살려 냈다. 또한 삽화와 작품해설이 함께 수록되어 있다.",https://bookthumb-phinf.pstatic.net/cover/001/518/00151854.jpg?type=m5
소설,고전/문학,한국고전소설,85,조웅전,김현양,"어지러운 세상을 평정한 신세대 영웅 조웅의 도전과 투쟁을 웅장하게 그린 조선 후기 군담소설. 황제의 자리를 강탈한 역적 이두병, 그에 맞서 영웅적 대결을 벌이는 조웅. 이 둘의 기나긴 싸움의 과정을 사실적인 세부 묘사, 가슴을 죄는 내면 심리 서술, 시간을 거스르는 소설적 기교를 통해 담아낸 작품이다. 작품해설과 삽화가 함께 수록되어 있다.",https://bookthumb-phinf.pstatic.net/cover/001/518/00151853.jpg?type=m5
소설,고전/문학,한국고전소설,86,춘향전,"송성욱 옮김, 송성욱","우리 서사 문학의 전통이 탄생시킨 고전의 백미, 『춘향전』의 현대 역본. 현장감 있는 대사, 장면을 꾸미는 문장과 어휘에서 생동감을 맛볼 수 있는 작품이다. 완판 『열녀춘향수절가』84장본과 경판 『춘향전』30장본을 저본으로 현대 역을 했다. 여기에 완판 『열여춘향슈졀가』 영인본을 덧붙였다.",https://bookthumb-phinf.pstatic.net/cover/001/479/00147985.jpg?type=m5
소설,고전/문학,한국고전소설,87,한중록,혜경궁 홍씨,"이 책은 일반 독자층을 대상으로 한 책으로, 전문적인 내용을 비전공인 일반 독자들도 쉽게 이해할 수 있도록 풀어쓴 교양 도서이다.",https://bookthumb-phinf.pstatic.net/cover/001/333/00133389.jpg?type=m5
소설,고전/문학,한국고전소설,88,금오신화,김시습,"다양한 내용과 주제의식, 그리고 휼륭한 표현기법이 총망라된 『금오신화』는 우리 고소설사에 우뚝 선 걸작으로 평가받는다. 천재적 작가인 김시습의 다양한 독서체험과 『김현감호』『조신지몽』『최치원』등의 설화문학과 가전문학에 이르는 우리의 고유한 서사전통이 충분히 반영된 독창적인 소설집.♧ 저자 소개지은이 김시습 1435~1493 본관이 강릉이며, 자는 열경, 호는 매월당 ·동봉 등이다. 1435년에 서울 성균관 북쪽에서 태어났으며 어릴 때부터 문재가 아주 뛰어나 이미 3세 때부터 한시를 짓기 시작하였고, 5세에 이르면서는 『중용』『대학』등에도 능통하여 세상 사람들이 신동이라고 일컬었다. 하지만 성인이 되어 큰 일을 할 것이라는 주위의 기대와는 다리 그는 현실에 대한 충격과 좌절로 인해 세상을 멀리하다 급기야 21..",https://bookthumb-phinf.pstatic.net/cover/001/327/00132737.jpg?type=m5
소설,고전/문학,한국고전소설,89,사씨남정기,김만중,"숙종이 장희빈에게 미혹되어 인혀오앙후를 내쫓은 사실을 풍자한 소설. 숙종 개인의 행위가 어리서었음을 비판하는 것에 머물지 않고, 일종의 윤리 비판의 성격을 가진다. 당시 여성 독자층의 요구와 기호에 맞추어 처첩간의 갈등, 축첩으로 인한 가정 내의비극이라는 새로운 소재를 다루고 있다. ♧ 저자 소개지은이 김만중본관이 광산이며, 자는 중숙, 호는 서포, 시호는 문효이다. 명문거조의 집안에서 김익겸의 유복자로 태어났다. 1665년에 정시문과에 장원급제한 후, 여러 벼슬을 거쳐 1671년에는 암행어사가 되어 경기지역을 맡기도 하였다. 후에 동부승지가 되었으나. 1674년 인선왕후가 작고하여 자의대비의 복상 문제로 서인이 패하자, 관직을 삭탈 당하였다. 그 후 다시 등용되어 1679년 예조참의, 1683년 공조판서에..",https://bookthumb-phinf.pstatic.net/cover/001/327/00132738.jpg?type=m5
소설,고전/문학,한국고전소설,90,허생전,박지원,"조선 후기의 대표적인 문인이자 학자 박지원은 새로운 사회가 일어나는 역사적인 변화의 시대에 살면서, 낡고 비인간적인 부조리를 비판적은 태도로 직시했다. 그의 현실 인식은 이 책의 표제작인 <허생전>을 비롯해 <양반전> 등에 잘 나타난다. 아울러 그밖에 수록된 <광문자전>의 광문, <예덕 선생전>의 엄행수 등 사회에서 천대받는 인물들을 주인공으로 내세워 새로운 인간형을 제시하고 있으며, 인간 평등 사상을 <열녀 함양 박씨전> 등에서 보여주고 있다.",https://bookthumb-phinf.pstatic.net/cover/001/314/00131446.jpg?type=m5
소설,고전/문학,한국고전소설,91,세계민담전집 1,신동흔,"세상 모든 이야기의 근원이자 원형이라 할 수 있는 '민담'. 세계 여러 민족들 사이에서 입에서 입으로 전해 내려오는 옛날 이야기들을 모아 엮은 <세계민담전집>이 출간됐다. 전30권 예정으로 1차분 10권이 먼저 나왔다.'하늘 아래 새로운 이야기는 없다'는 말을 증명이라도 하듯, 이 책에 담긴 이야기들은 모두 낯익고 친숙한 것들이다. 어린 시절 듣고 자랐던 바로 그 이야기들이지만, 성인 독자들의 수준에 맞춰 원형을 보존.편집했으며, 해당 민족의 문화를 잘 이해하는 민족어 전공자가 참신성과 대표성을 고려하여 이야기를 고르고 우리말로 옮겼다.이야기 속에는 당시 민중들의 생활상과 소망이 고스란히 투영되어 있다. 마음 착한 이가 복을 받고, 은혜를 갚을 줄 아는 ..",https://bookthumb-phinf.pstatic.net/cover/001/307/00130705.jpg?type=m5
소설,고전/문학,한국고전소설,92,계축일기,작자미상,"『계축일기』는 선조 만년에서 시작하여 계축옥사를 기점으로 일어났던 궁중의 여러 사건들을 인조반정 이후에 정리한 것으로, 당시의 전쟁과 당쟁으로 일어났던 사화, 옥사의 이야기를 담고 있다. 왕권다툼의 희생자인 광해군과 영창대군, 인고의 세월을 보낸 인목대비, 죄없이 죽어갔던 수많은 궁인들 등 권력 다툼 속에 일어났던 여러가지 사건을 자세히 다루고 있다. 이 책은 『계축일기』를 현대어로 읽기 쉽게 정리하여 다양한 사진 자료를 담아 당시의 사건에 대해 알 수 있다.",https://bookthumb-phinf.pstatic.net/cover/001/278/00127804.jpg?type=m5
소설,고전/문학,한국고전소설,93,운영전,구인환,궁녀들의 궁중 생활의 번민과 신분적 해방을 주제로 한 조선 시대 소설들 중 유일한 비극 소설로 궁녀인 운영과 김진사의 슬픈 사랑을 다룬 <운영전>. 궁녀와 궁 밖에 사는 선비와의 사랑을 그린 작품으로 사건 전개에 우연성과 전기성이 사라진 대신 탄탄한 구성과 현실적인 표현을 사용한 <영영전>. 그리고 조선 시대의 애정 소설 <백학선전>을 수록하였다.,https://bookthumb-phinf.pstatic.net/cover/001/223/00122322.jpg?type=m5
소설,고전/문학,한국고전소설,94,구운몽,김만중,"<구운몽>은 조선 중기의 전형적인 양반 사회의 이상을 반영한 본격적인 고전 소설이다. 또한 귀족 문학에서 평민 문학으로 넘어가는 과도기적인 작품이며 현실에서 꿈으로, 다시 현길로 돌아오는 환몽 구조를 바탕으로 한 몽자류 소설의 효시다. 제목의 구운은 주인공 성진과 팔선녀을 가리키며, 인간의 삶을 나타났다 사라지는 구름에 비유하고 있으니 구운몽은 결국 이들 아홉 사람들이 꾼 꿈이다. 이 작품에서는 인생 무상, 일장춘몽, 즉 덧없음이라는 주제를 주인공 성진의 하룻밤 꿈을 통해 보여준다. 김만중의 <구운몽>은 오늘날에 이르기까지 환몽구조를 가진 작품들의 원형이 되고 있으며 그 주제 또한 변함없는 감동과 교훈을 주는 고전소설의 백미이다.",https://bookthumb-phinf.pstatic.net/cover/001/200/00120001.jpg?type=m5
소설,고전/문학,한국고전소설,95,심청전.흥부전,구인환,"<춘향전>과 더불어 판소리 3대 각본으로 꼽히는, 삼강오륜 중 부모에 대한 효도를 강조한 ""심청전""과 형제간 우애를 가르치는 ""흥부전""을 한 권으로 묶었다.",https://bookthumb-phinf.pstatic.net/cover/001/393/00139384.jpg?type=m5
소설,고전/문학,한국고전소설,96,산해관 잠긴 문을 한 손으로 밀치도다,홍대용,18세기 조선의 대표적 여행기이고 북학파의 지도자 담헌 홍대영의 북경 여행기인 <을병연행록>은 <열하일기>와 함께 우리 여행문학의 걸작으로 꼽히는 책. 당대에 한글로 씌여진 흔치 않은 기행문학이며 최장편의 연행 일기(燕行日記)로 이 일기에는 개인적인 여행의 체험은 물론 동아시아 전체를 염두에 둔 역사와 풍부한 문명 체험을 통한 비전을 제시했다.,https://bookthumb-phinf.pstatic.net/cover/000/281/00028130.jpg?type=m5
소설,고전/문학,한국고전소설,97,홍길동전,김성재,우리가 정말 알아야 할 우리 고전 시리즈. 절대 왕권이 지배하던 조선사회에서 기존의 사회 질서에 반기를 들고 정면으로 도전하는 인물 홍길동을 영웅적으로 그려낸 소설. 신기한 재주를 지닌 길동은 아버지를 아버지라 부르지 못하고 형을 형이라 부르지 못하는 서자의 억울한 한을 품고 최고의 소망이던 병조판서가 되었으며 관리의 부패와 부조리한 사회문제에 정면으로 저항하고 새로운 이상 국가를 이룩해 내는데.,https://bookthumb-phinf.pstatic.net/cover/002/138/00213857.jpg?type=m5
소설,고전/문학,한국고전소설,98,구운몽,김선아,"인생무상을 문학적으로 형상화한 서포 김만중의 소설 <구운몽>. 연화도량의 중인 주인공이 세속에 대한 욕망과 번뇌 때문에 인간 세상에 환생하여 팔 선녀와 차례차례 만나면서, 온갖 부귀공명을 누린 후, 깨달음을 얻어 불도에 전심한다는 이야기 <구운몽>을 원본으로 담고, 혼란스러운 당쟁 시대를 살았던 서포 김만중의 삶을 돌아봤다.",https://bookthumb-phinf.pstatic.net/cover/002/138/00213854.jpg?type=m5
소설,고전/문학,한국고전소설,99,심청전,김성재,우리가 정말 알아야 할 우리 고전 시리즈. 황주 도화동에 사는 맹인 심학규의 딸 심청은 일찍 어머니를 여의고 동냥과 품팔이로 눈먼 아버지를 정성스럽게 봉양하는 효녀. 어느날 공양미 삼백석을 부처님께 바치면 아버지가 눈을 뜰 수 있다는 말을 듣고 쌀을 마련할 길이 없어 고민하는데.,https://bookthumb-phinf.pstatic.net/cover/002/138/00213856.jpg?type=m5
소설,고전/문학,한국고전소설,100,춘향전,김선아,"조선 말기의 판소리계 소설 가운데 하나인 춘향전.<춘향전>은 열녀 설화, 암행어사 설화, 신원 설화, 염정 설화 등 각각의 줄거리와 주제를 지닌 몇몇 근원 설화가 모여 작품에 두루 녹고 어우러져 한 편의 소설로 형상화 한 것이다. 목판본 84장본 <열녀춘향수절가>를 바탕으로 한 이 책은 풍부한 가요의 삽입과 그로 인한 서사 구조, 서정성이 조화를 이루어 판소리계 소설로서의 특징이 극대화되어있다.",https://bookthumb-phinf.pstatic.net/cover/002/138/00213855.jpg?type=m5
소설,고전/문학,세계고전,1,"주황은 고통, 파랑은 광기","질 D. 블록, 리 차일드, 니컬러스 크리스토퍼, 마이클 코널리, 제프리 디버, 조 R. 랜스데일, 게.. 외 10명","17편의 어둡고 기묘하고 매혹적인 이야기들!조이스 캐럴 오츠, 리 차일드, 마이클 코널리, 제프리 디버, 데이비드 모렐을 포함해 재능 넘치는 이야기꾼 열일곱 명이 고대 동굴벽화부터 미켈란젤로, 고갱, 고흐, 르누아르, 마그리트와 달리에 이르기까지 다채로운 작품에서 영감을 받아 써내려간 소설을 엮은 『주황은 고통, 파랑은 광기』.예술작품의 선정에 제한을 두지 않은 덕에, 각각의 작가들은 자유로운 규칙을 날개삼아 기발하고 거침없는 상상력을 펼치며 저마다 독창적이고 매력적인 이야기를 완성했다. 서로 다른 시대에, 서로 다른 재료와 색채와 스타일로 빚어진 미술작품들이 소설이라는 또 다른 예술을 통해 새로운 목소리와 생명을 얻게 되었다.",https://bookthumb-phinf.pstatic.net/cover/155/109/15510910.jpg?type=m5
소설,고전/문학,세계고전,2,여성의 설득,메그 월리처,"예리한 시선으로 생생하게 풀어낸 현대 여성의 서사!오늘날 여성으로 산다는 것에 대한 어려움을 깊숙하게 조명하는 소설을 주로 펴내며 미국 여성 독자들의 절대적인 지지를 받고 있는 메그 월리처의 소설 『여성의 설득』. 개성 강한 여성 캐릭터들이 등장하는 여성 서사 드라마로, 시의적절한 소재로 출간 즉시 언론의 집중 조명을 받았고 배우 니콜 키드먼이 영화 제작을 발표하면서 화제를 불러일으킨 작품이다. 여성의 야망, 우정, 욕망에 관한 날카로운 화두를 던지며, 여자라면 한 번쯤은 직간접적으로 겪어보았을 현실을 되돌아보게 한다.부모님의 실수 때문에 예일 대학교에 합격하고도 변두리 대학에 입학하게 된 그리어는 학교 파티에 갔다가 악질 성범죄자 대런에게 성추행을 당한다. 이 학교에서 그에게 성추행을 당한 것은 그리어뿐만..",https://bookthumb-phinf.pstatic.net/cover/154/061/15406194.jpg?type=m5
소설,고전/문학,세계고전,3,맨해튼 비치,제니퍼 이건,"수많은 비밀을 품은 바다에서 제각기 다른 미래를 꿈꾸며 살아남기 위해 발버둥치는 사람들!퓰리처상 수상작가 제니퍼 이건의 다섯 번째 장편소설 『맨해튼 비치』. 하나의 범주로 규정되길 거부하는 저자의 기량이 유감없이 발휘된 대작으로, 남성 중심사회에서 꿋꿋하게 자립하는 여성의 성장을 그린 페미니즘 소설이자 20세기 초 격렬한 구조변화에 휩쓸린 미국의 단면을 생생히 그려낸 역사소설인 동시에, 그림자에 가려진 조직범죄의 세계를 그린 누아르이기도 하다.1934년 말 뉴욕, 에디는 열한 살 난 큰딸 애너를 데리고 브루클린 남단에 위치한 맨해튼 비치의 대저택, 덱스터의 집을 찾는다. 아일랜드 이민자 출신으로 한때 주식 중개를 통해 큰돈을 벌었지만 대공황과 함께 일자리를 잃은 에디는 같은 소년 보호소 출신의 항만 노동조합..",https://bookthumb-phinf.pstatic.net/cover/154/049/15404912.jpg?type=m5
소설,고전/문학,세계고전,4,엘리너 올리펀트는 완전 괜찮아,게일 허니먼,"엘리너의 괜찮지만 괜찮지 않은 삶에 찾아온 커다란 변화!스코틀랜드 작가 게일 허니먼의 데뷔작 『엘리너 올리펀트는 완전 괜찮아』. 마흔 살이 되던 해, 이십 년간 마음속으로만 품고 있던 소설가의 꿈을 이루기 위해 글쓰기 과정을 들으며 써내려간 작품으로, 세상사에 서툴고 가족도 친구도 없이 완벽하게 혼자 삶을 꾸려나가며 “나는 혼자로 충분한 독립체”라고 생각하는 괴짜 외톨이 엘리너 올리펀트의 삶을 경쾌하면서도 따뜻하게 그려냈다.스코틀랜드 글래스고에 사는 엘리너 올리펀트는 그래픽디자인 회사에서 구 년째 일하고 있다. 어린 시절 겪은 비극과 트라우마로 인해 얼굴과 심장에 흉터가 있고 습진 때문에 때때로 장갑을 끼고 매일 똑같은 조끼와 운동화 차림에 시장을 보러 갈 때나 쓸 법한 바퀴 달린 가방을 들고 다닌다. 사람..",https://bookthumb-phinf.pstatic.net/cover/153/706/15370620.jpg?type=m5
소설,고전/문학,세계고전,5,기묘한 러브레터,야도노 카호루,"당신은 이 결말을 받아들일 수 있습니까?“엄청난 몰입감, 굉장한 반전. 다 읽고 10분 정도 움직이질 못했다.”『기묘한 러브레터』라는 한 무명작가의 첫 책이 일본에서 큰 화제를 불러일으켰다. 사건의 발단은 이렇다. 이 원고를 단숨에 끝까지 읽은 담당 편집자는 큰 충격에 빠졌다. 여태껏 이런 소설은 본 적이 없었던 것이다. 그는 공개적으로 독자들에게 SOS를 보냈다. “이 소설, 너무 엄청나서 카피를 쓸 수 없습니다! 일단 읽어주세요! -담당 편집자.” 카피와 리뷰 공모를 위해 소설의 전자책이 온라인상에 2주 동안 무료로 공개되었고, 독자들로부터 대단하다는 반응과 함께 작가가 누군지에 대한 질문도 쏟아졌다. 이름도, 나이도, 직업도 알려지지 않은 복면 작가의 작품이라는 사실이 ..",https://bookthumb-phinf.pstatic.net/cover/153/450/15345033.jpg?type=m5
소설,고전/문학,세계고전,6,모비딕,허먼 멜빌,"포경선을 탄 경험이 있는 특이한 이력의 작가 허먼 멜빌이 격조 높은 서사시적 산문체로 써내려간 『모비 딕』(흰 고래 모비 딕Moby-Dick: or, The Whale)이 국내 최고의 번역으로 완역 출간되었다. 2010년 작가정신 아셰트 클래식 시리즈의 한 권으로 일러스트판이 출간된 이후, 많은 독자들의 요청에 따라 새롭게 보급판을 선보인다. 고래학學과 포경업에 대한 멜빌의 치밀한 기록을 그대로 수록한 이 책은 그동안 국내에 소개된 축약판으로는 느낄 수 없었던 『모비 딕』의 심오한 세계를 제대로 이해하고 음미하게 해주는 길잡이가 되어줄 것이다.서두에서부터 ‘고래’에 대한 ‘어원’ 탐구와 문헌 ‘발췌록’이 등장하고, 작가의 체험과 도서관에서 조사하고 연구한 고래와 포경에 대한 갖가지 지식이 총망라된 이 독특한..",https://bookthumb-phinf.pstatic.net/cover/066/380/06638003.jpg?type=m5
소설,고전/문학,세계고전,7,청소부 매뉴얼,루시아 벌린,"사후 11년 뒤 발견된 숨겨진 보석을 만나다!전설적 단편소설가 루시아 벌린의 수작을 모은 단편선집 『청소부 매뉴얼』. 무명작가에서, 2004년, 68세의 나이로 세상을 떠난 지 11년 만에 ‘잃어버렸던 천재’로 불리며 센세이션을 일으킨 단편소설의 대가, 루시아 벌린의 작품을 만나볼 수 있다. 비트 세대 작가였던 저자는 주변 환경에 대한 감정적 반응을 기록했고, 대부분의 남성 집단과 달리 자신의 절망적인 인생을 부어 사실적인 이야기를 만들었다. 이러한 내러티브는 현대 여성의 서사를 되찾기 위한 최근의 움직임과 자전소설의 인기와 어우러져 저자의 재발견을 이끌었다.저자의 작품엔 주로 자신의 의지보다는 타인(남성)의 명령에 따르는 여성 화자들이 등장하는데, 그녀들의 이야기는 비극적인 동시에 유머와 멜랑콜리를 자아낸..",https://bookthumb-phinf.pstatic.net/cover/151/324/15132475.jpg?type=m5
소설,고전/문학,세계고전,8,비와 별이 내리는 밤,메이브 빈치,"완벽한 타인이었던 여행자들이 서로에게 없어서는 안 될 존재가 되기까지, 그 가슴 따뜻한 여정을 그리다!2018년 유작인 《그 겨울의 일주일》로 국내에 처음 소개된 작가 메이브 빈치가 2004년 발표한 소설 『비와 별이 내리는 밤』. 따뜻한 온기와 기분 좋은 편안함이 깃든 소설로 사랑을 받는 저자가 그리스의 작은 바닷가 마을에서 예기치 못한 인연과 우연으로 만나 서로의 삶에 엮여들기 시작한 네 여행자의 이야기를 그린 작품이다.그리스의 작은 마을 아기아안나. 언덕 위에 위치한 타베르나(그리스의 식당)에 여행자 네 사람이 찾아온다. 아일랜드에서 온 간호사 피오나, 캘리포니아 출신 영문학 교수 토머스, 독일의 저널리스트 엘자, 그리고 수줍은 영국인 청년 데이비드. 이들이 타베르나에 도착했을 때 언덕 아래 항구에서 ..",https://bookthumb-phinf.pstatic.net/cover/152/013/15201392.jpg?type=m5
소설,고전/문학,세계고전,9,호밀밭의 파수꾼,제롬 데이비드 샐린저,"“같이 있는 사람 없어. 나하고 나 자신, 그리고 또 나뿐이지.”20세기 최고의 베스트셀러이자 전 세계 청춘들을 열광하게 한 성장 소설!1919년 작가 탄생 100주년 기념 초판본 디자인을 되살린 ‘특별판’ 출간!▶“현대 문학의 최고봉” ―윌리엄 포크너(노벨 문학상 수상 작가)▶“아주 드물게 뛰어난 소설” ―《뉴욕 타임스》누적 판매 7,000만 부를 기록한 세계적인 베스트셀러 『호밀밭의 파수꾼』이 민음사에서 특별판으로 출간되었다. 올해는 작가 J. D. 샐린저가 탄생한 지 100년이 되는 해로, 이를 기념하기 위해 1951년 출간된 초판본의 디자인을 오늘날의 감각으로 되살렸다. 주인공 홀든 콜필드가 퇴학을 당하고 집으로 돌아오기까지 며칠간의 일들이 독백으로 펼쳐지는 이 작품은, 단순하고 위트 있는 문장 속에..",https://bookthumb-phinf.pstatic.net/cover/150/629/15062951.jpg?type=m5
소설,고전/문학,세계고전,10,한자와 나오키 2,이케이도 준,"570만 부 일본 최고의 베스트셀러 드디어 한국 출간!나오키상 수상 작가 이케이도 준의 통쾌한 미스터리 활극★경이적 시청률 42.2%, 최종회 순간 시청률 50.4%드라마 [한자와 나오키] 원작 소설★일본 전 서점 1위 석권★아마존, 기노쿠니야, 오리콘 차트 소설 분야 1위전 일본을 강타한 드라마 〈한자와 나오키〉의 원작 소설이자 누적 집계 570만 부가 판매된 소설 한자와 나오키 시리즈(전4권)가 마침내 한국에서 출간된다. 조직의 부당한 갑질에 맞서 통쾌하게 복수하는 ‘한자와 나오키’라는 새로운 “은행원-탐정” 캐릭터를 제시한 이 책은 드라마 방영 이후 일본 아마존에서 품절 대란이 일어날 정도로 초대형 베스트셀러가 되었다. 에도가와 란포상, 나오키상을 수상한 작가 이케이도 준은 일본 대형 은행에서 일했던 ..",https://bookthumb-phinf.pstatic.net/cover/150/085/15008556.jpg?type=m5
소설,고전/문학,세계고전,11,한자와 나오키 1,이케이도 준,"570만 부 일본 최고의 베스트셀러 드디어 한국 출간!나오키상 수상 작가 이케이도 준의 통쾌한 미스터리 활극★경이적 시청률 42.2%, 최종회 순간 시청률 50.4%드라마 <한자와 나오키> 원작 소설★일본 전 서점 1위 석권★아마존, 기노쿠니야, 오리콘 차트 소설 분야 1위전 일본을 강타한 드라마 〈한자와 나오키〉의 원작 소설이자 누적 집계 570만 부가 판매된 소설 한자와 나오키 시리즈(전4권)가 마침내 한국에서 출간된다. 조직의 부당한 갑질에 맞서 통쾌하게 복수하는 ‘한자와 나오키’라는 새로운 “은행원-탐정” 캐릭터를 제시한 이 책은 드라마 방영 이후 일본 아마존에서 품절 대란이 일어날 정도로 초대형 베스트셀러가 되었다. 에도가와 란포상, 나오키상을 수상한 작가 이케이도 준은 일본 대형 은행에..",https://bookthumb-phinf.pstatic.net/cover/150/012/15001271.jpg?type=m5
소설,고전/문학,세계고전,12,다시 태어나도 엄마 딸,스즈키 루리카,"일본 문학의 미래를 책임질 작가가 우리의 상처를 보듬다!초등학교 4, 5, 6학년에 걸쳐 일본 대표 출판사 쇼가쿠칸(小學館)에서 주최하는 12세 문학상 대상을 3년 연속 수상하며 자신의 이름을 세상에 알린 작가 스즈키 루리카가 14세에 발표한 데뷔작 『다시 태어나도 엄마 딸』. 다른 가족 없이 엄마와 단둘이 지내는 초등학교 6학년생 소녀 다나카 하나미의 이야기를 다룬 5편의 연작 단편을 담은 소설집이다.성인 작가가 인위적으로 쓴 아이의 이야기와 비견되는, 통통 튀는 경쾌함과 순수함이 돋보이는 다나카 모녀의 유쾌하고도 애틋한 이야기에는 세상을 바라보는 저자의 맑은 시선과 눈부신 통찰력이 고스란히 담겨 있다. 솔직하고 순수한 문장으로 담아낸 다나카 모녀의 일상은 읽는 내내 기분 좋은 웃음을 짓게 하다가도 어느 ..",https://bookthumb-phinf.pstatic.net/cover/149/660/14966009.jpg?type=m5
소설,고전/문학,세계고전,13,고 온 Go On 1,더글라스 케네디,"모든 걸 다 잃어도 생은 또다시 미래를 향해 간다!1971년, 번스 가족은 추수감사절을 맞아 모처럼 한 자리에 모여 저녁식사를 하며 이야기를 나눈다. 칠레에서 광산을 운영하는 아빠, 명문 프린스턴대학교를 나왔으나 무려 20년 이상 전업주부로 살아가는 엄마, 예일대학교에서 신학을 전공하는 급진파 학생 큰오빠, 아이스하키 선수가 되는 게 꿈이었으나 교통사고 이후 운동을 포기하고 아버지의 권고에 따라 경영학으로 진로를 바꾼 작은오빠, 작은오빠의 연인, 내년에 대학 진학을 앞둔 나, 앨리스.다들 바쁘게 살아가느라 가족들이 모두 한 자리에 모일 기회도 많지 않은데 분위기는 그다지 화기애애하지 않다. 정치적 입장이 다른 아빠와 큰오빠가 언쟁을 벌이고 있는 상황이고, 매일이다시피 다투는 아빠와 엄마도 험악한 말로 상대를..",https://bookthumb-phinf.pstatic.net/cover/149/578/14957873.jpg?type=m5
소설,고전/문학,세계고전,14,고 온 Go On 2,더글라스 케네디,"모든 걸 다 잃어도 생은 또다시 미래를 향해 간다!1971년, 번스 가족은 추수감사절을 맞아 모처럼 한 자리에 모여 저녁식사를 하며 이야기를 나눈다. 칠레에서 광산을 운영하는 아빠, 명문 프린스턴대학교를 나왔으나 무려 20년 이상 전업주부로 살아가는 엄마, 예일대학교에서 신학을 전공하는 급진파 학생 큰오빠, 아이스하키 선수가 되는 게 꿈이었으나 교통사고 이후 운동을 포기하고 아버지의 권고에 따라 경영학으로 진로를 바꾼 작은오빠, 작은오빠의 연인, 내년에 대학 진학을 앞둔 나, 앨리스.다들 바쁘게 살아가느라 가족들이 모두 한 자리에 모일 기회도 많지 않은데 분위기는 그다지 화기애애하지 않다. 정치적 입장이 다른 아빠와 큰오빠가 언쟁을 벌이고 있는 상황이고, 매일이다시피 다투는 아빠와 엄마도 험악한 말로 상대를..",https://bookthumb-phinf.pstatic.net/cover/149/590/14959064.jpg?type=m5
소설,고전/문학,세계고전,15,1Q84,무라카미 하루키,"압도적인 흡인력을 지닌 무라카미 하루키 문학의 집대성 『1Q84』 출간 10주년 기념 합본 한정판 출간일본 지식인 120명이 뽑은 ‘헤이세이 시대(1989년~2019년) 최고의 책’, 무라카미 하루키의 장편소설 『1Q84』가 출간 10주년을 맞아 합본 한정판으로 선보인다. 스타일리시한 암살자 아오마메, 천재적인 문학성을 지닌 소녀 후카에리, 기묘한 사건에 휘말리는 작가 지망생 덴고를 중심으로 환상적인 세계를 펼쳐 보이며 수많은 독자들을 매료시킨 이 작품은 지난 2009년 1, 2권 출간 당시 ‘이전 작품을 모두 끌어안으면서도 확연한 한 획을 긋는 무라카미 하루키 문학의 결정판’이라는 평가와 함께 주요 온오프라인 서점에서 19주 연속 종합 1위에 올랐고, 8개월 만에 백만 부 ..",https://bookthumb-phinf.pstatic.net/cover/149/599/14959995.jpg?type=m5
소설,고전/문학,세계고전,16,디어 에번 핸슨,"밸 에미치, 스티븐 레번슨, 벤지 파섹, 저스틴 폴","따뜻한 위로와 희망을 담은 소설로 만나는 세계적인 뮤지컬 《디어 에번 핸슨》!2017년 토니상 6개 부문, 2018년 그래미 어워드를 수상하며 명실공히 현존하는 최고의 뮤지컬로 자리 잡은 《디어 에번 핸슨》을 소설로 만난다. 영화 《라라랜드》와 《위대한 쇼맨》으로 유명한 작곡 팀인 벤지 파섹과 저스틴 폴이 만든 뮤지컬로, 가사 작업을 하는 벤지 파섹이 고교 시절에 겪은 사건을 바탕으로 한 이야기를 뛰어난 작가이자 싱어송라이터, 배우인 밸 에미치가 특유의 시적 감수성으로 공감을 불러일으키는 소설로 재탄생시켰다.이 작품은 사회불안장애를 겪고 있는 외톨이 고등학생 에번 핸슨이 동급생 코너의 죽음에 얽히게 되면서 벌어지는 이야기를 담고 있다. 새 학기 첫날도 어김없이 투명 인간처럼 보내게 된 주인공 에번. 혼자 컴..",https://bookthumb-phinf.pstatic.net/cover/149/623/14962320.jpg?type=m5
소설,고전/문학,세계고전,17,너의 이야기,미아키 스가루,"사랑하는 기생충》, 《3일간의 행복》미아키 스가루 최신작. 2019년 제40회 요시카와 에이지 문학신인상 최종 후보작.시작된 순간 끝나는 사랑과 시작되기 직전에 끝나는 사랑. 어느 쪽이 더 비극일까? 한 번도 만난 적 없고, 실재할 리 없는 소꿉친구가 어느 날 내 앞에 나타났다. 가공의 여름, 가공의 소꿉친구, 가공의 청춘시절. 가공의 기억을 사고파는 근미래적 세계에서 기억 때문에 인생이 뒤바뀐 청춘들이 서로를 구원해가는 덧없고, 애절하고, 다시없을 아름다운 사랑 이야기.",https://bookthumb-phinf.pstatic.net/cover/150/012/15001265.jpg?type=m5
